symbol,identifier,series,isin,industry,companyName,lastPrice,change,pChange,totalTradedVolume,totalTradedValue,yearHigh,nearWKH,nearWKL,perChange365d,perChange30d,key,index,indexSymbol,last,variation,percentChange,yearLow,declines,advances,unchanged,previousDay,oneWeekAgo,oneMonthAgo,oneYearAgo
IRCTC,IRCTCEQN,EQ,INE335Y01020,Tour Travel Related Services,Indian Railway Catering And Tourism Corporation Limited,933.05,-2.7,-0.29,428445.0,399036535.2,1138.9,18.07445781016772,-46.80984973644875,35.51,-3.48,,,,,,,,,,,,,,
DRREDDY,DRREDDYEQN,EQ,INE089A08051,Pharmaceuticals,Dr. Reddy's Laboratories Limited,6632.7,-14.4,-0.22,141008.0,933446168.48,7107.45,6.679610830888715,-27.41593107356571,26.04,0.96,,,,,,,,,,,,,,
COLPAL,COLPALEQN,EQ,INE259A01022,Personal Care,Colgate Palmolive (India) Limited,3656.9,-7.25,-0.2,327899.0,1205219006.42,3709.95,1.4299384088734277,-85.80864793455619,87.7,8.17,,,,,,,,,,,,,,
MARICO,MARICOEQN,EQ,INE196A01026,Edible Oil,Marico Limited,693.85,-1.35,-0.19,1245154.0,867822531.84,705.0,1.58156028368794,-42.679415998354926,13.66,-2.3,,,,,,,,,,,,,,
INDIGO,INDIGOEQN,EQ,INE646L01027,Airline,InterGlobe Aviation Limited,4939.6,-7.5,-0.15,422625.0,2086453136.2500002,5035.0,1.894736842105256,-111.69563074549471,98.04,12.0,,,,,,,,,,,,,,
JSWSTEEL,JSWSTEELEQN,EQ,INE019A01038,Iron & Steel,JSW Steel Limited,969.95,-1.05,-0.11,382220.0,369568518.0,978.55,0.8788513617086413,-34.15629322268327,16.7,4.62,,,,,,,,,,,,,,
DLF,DLFEQN,EQ,INE271C01023,Residential Commercial Projects,DLF Limited,861.5,-0.6,-0.07,829010.0,712061559.3,967.6,10.965274906986359,-68.08116281338408,67.93,0.08,,,,,,,,,,,,,,
GRASIM,GRASIMEQN,EQ,INE047A01021,Cement & Cement Products,Grasim Industries Limited,2763.95,-1.35,-0.05,131097.0,360716017.44,2877.75,3.9544783250803643,-51.19663028910587,48.98,-0.29,,,,,,,,,,,,,,
MOTHERSON,MOTHERSONEQN,EQ,INE775A01035,Auto Components & Equipments,Samvardhana Motherson International Limited,193.69,-0.1,-0.05,33352127.0,6434292340.839999,208.88,7.272117962466487,-123.14516129032259,99.67,1.05,,,,,,,,,,,,,,
RELIANCE,RELIANCEEQN,EQ,INE002A01018,Refineries & Marketing,Reliance Industries Limited,2943.15,0.45,0.02,1918437.0,5645557219.23,3217.6,8.529649428145197,-32.556411295770836,25.14,0.69,,,,,,,,,,,,,,
INFY,INFYEQN,EQ,INE009A01021,Computers - Software & Consulting,Infosys Limited,1952.0,1.75,0.09,1552008.0,3028759132.08,1975.75,1.20207516133114,-44.416084045425954,34.62,6.73,,,,,,,,,,,,,,
SUNPHARMA,SUNPHARMAEQN,EQ,INE044A01036,Pharmaceuticals,Sun Pharmaceutical Industries Limited,1865.0,2.05,0.11,417473.0,778382583.23,1873.35,0.44572557183654465,-74.56825946553099,64.26,5.2,,,,,,,,,,,,,,
TORNTPHARM,TORNTPHARMEQN,EQ,INE685A01028,Pharmaceuticals,Torrent Pharmaceuticals Limited,3458.0,4.1,0.12,86617.0,299404653.05,3574.0,3.245663122551763,-89.84874687748771,95.16,7.96,,,,,,,,,,,,,,
INDUSINDBK,INDUSINDBKEQN,EQ,INE095A01012,Private Sector Bank,IndusInd Bank Limited,1472.35,2.15,0.15,1155138.0,1699716258.72,1694.5,13.110061965181474,-10.76963587120071,0.61,1.49,,,,,,,,,,,,,,
SIEMENS,SIEMENSEQN,EQ,INE003A01024,Heavy Electrical Equipment,Siemens Limited,6723.45,10.65,0.16,41099.0,276228022.96,7968.7,15.626764716955087,-107.13031423290204,77.33,0.24,,,,,,,,,,,,,,
WIPRO,WIPROEQN,EQ,INE075A01022,Computers - Software & Consulting,Wipro Limited,552.95,1.05,0.19,2698447.0,1488733209.9,579.9,4.647352991895143,-47.433675509932016,29.31,7.22,,,,,,,,,,,,,,
ADANIENSOL,ADANIENSOLEQN,EQ,INE931S01010,Power Distribution,Adani Energy Solutions Limited,982.7,2.2,0.22,783463.0,768820076.53,1348.0,27.099406528189906,-43.250728862973766,22.12,-20.16,,,,,,,,,,,,,,
SRF,SRFEQN,EQ,INE647A01010,Specialty Chemicals,SRF Limited,2442.6,5.7,0.23,803555.0,1944000433.75,2693.95,9.330165741754671,-17.30579901548805,7.57,1.66,,,,,,,,,,,,,,
HINDUNILVR,HINDUNILVREQN,EQ,INE030A01027,Diversified FMCG,Hindustan Unilever Limited,2874.95,7.85,0.27,633214.0,1823833619.92,2963.4,2.9847472497806664,-32.361133491402114,10.91,3.17,,,,,,,,,,,,,,
DMART,DMARTEQN,EQ,INE192R01011,Diversified Retail,Avenue Supermarts Limited,5218.85,14.05,0.27,100970.0,526922042.00000006,5449.0,4.223710772618823,-44.326603982300895,31.01,0.36,,,,,,,,,,,,,,
ULTRACEMCO,ULTRACEMCOEQN,EQ,INE481G01011,Cement & Cement Products,UltraTech Cement Limited,11676.05,33.4,0.29,145925.0,1700134234.5,12078.0,3.327951647623785,-45.1333428630027,36.79,-3.93,,,,,,,,,,,,,,
HINDALCO,HINDALCOEQN,EQ,IN9038A01010,Aluminium,Hindalco Industries Limited,687.25,2.1,0.31,2479033.0,1703517106.61,715.25,3.9147151345683326,-53.147632311977716,48.2,8.22,,,,,,,,,,,,,,
GODREJCP,GODREJCPEQN,EQ,INE102D01028,Personal Care,Godrej Consumer Products Limited,1461.95,5.6,0.38,934969.0,1363820580.92,1541.85,5.182086454583771,-52.31819128985206,47.33,1.51,,,,,,,,,,,,,,
DIVISLAB,DIVISLABEQN,EQ,INE361B01024,Pharmaceuticals,Divi's Laboratories Limited,5499.95,20.6,0.38,385882.0,2134336494.92,5560.0,1.0800359712230247,-66.90286165144295,41.92,2.06,,,,,,,,,,,,,,
DABUR,DABUREQN,EQ,INE016A01026,Personal Care,Dabur India Limited,664.05,2.7,0.41,1140528.0,756284116.8000001,672.0,1.183035714285721,-35.74202780049059,15.14,1.53,,,,,,,,,,,,,,
APOLLOHOSP,APOLLOHOSPEQN,EQ,INE437A01024,Hospital,Apollo Hospitals Enterprise Limited,7060.6,29.25,0.42,140771.0,996586886.79,7152.45,1.2841753525015827,-49.39906898011004,43.12,3.24,,,,,,,,,,,,,,
ONGC,ONGCEQN,EQ,INE213A01029,Oil Exploration & Production,Oil & Natural Gas Corporation Limited,293.85,1.35,0.46,7060423.0,2072304754.73,345.0,14.826086956521733,-63.340744858254595,81.98,0.2,,,,,,,,,,,,,,
LTIM,LTIMEQN,EQ,INE214T01019,Computers - Software & Consulting,LTIMindtree Limited,6455.8,32.35,0.5,302969.0,1960794160.17,6514.45,0.9003062422767791,-43.03153836780361,16.08,11.73,,,,,,,,,,,,,,
BANKBARODA,BANKBARODAEQN,EQ,INE028A01039,Public Sector Bank,Bank of Baroda,240.4,1.25,0.52,4413996.0,1056798922.3199999,299.7,19.786453119786447,-27.974447697631096,31.22,2.63,,,,,,,,,,,,,,
NESTLEIND,NESTLEINDEQN,EQ,INE239A01024,Packaged Foods,Nestle India Limited,2562.8,13.2,0.52,414718.0,1065393953.28,2769.3,7.456758025493807,-15.155109817031535,-88.59,0.23,,,,,,,,,,,,,,
HAVELLS,HAVELLSEQN,EQ,INE176B01034,Consumer Electronics,Havells India Limited,2000.45,10.55,0.53,368460.0,733360676.4,2023.0,1.1146811665842786,-62.262237904043495,37.86,4.39,,,,,,,,,,,,,,
TECHM,TECHMEQN,EQ,INE669C01036,Computers - Software & Consulting,Tech Mahindra Limited,1658.5,9.5,0.58,767064.0,1273226521.6799998,1672.0,0.8074162679425837,-51.02672676774574,33.26,8.54,,,,,,,,,,,,,,
UNITDSPR,UNITDSPREQN,EQ,INE854D01024,Breweries & Distilleries,United Spirits Limited,1557.0,9.75,0.63,679756.0,1054002463.36,1559.25,0.1443001443001443,-58.658990166607225,-,3.75,,,,,,,,,,,,,,
LT,LTEQN,EQ,INE018A01030,Civil Construction,Larsen & Toubro Limited,3685.25,23.0,0.63,692797.0,2546555500.7200003,3919.9,5.986122094951403,-29.486481263505553,37.1,1.06,,,,,,,,,,,,,,
HCLTECH,HCLTECHEQN,EQ,INE860A01027,Computers - Software & Consulting,HCL Technologies Limited,1826.95,15.1,0.83,445527.0,810952700.67,1828.0,0.057439824945292914,-51.168755947209476,47.85,8.94,,,,,,,,,,,,,,
M&M,M&MEQN,EQ,INE101A01026,Passenger Cars & Utility Vehicles,Mahindra & Mahindra Limited,2783.05,25.65,0.93,773417.0,2145946010.71,3013.5,7.647254023560638,-91.9344827586207,76.22,2.03,,,,,,,,,,,,,,
GAIL,GAILEQN,EQ,INE129A01019,Gas Transmission/Marketing,GAIL (India) Limited,219.9,2.07,0.95,4539780.0,994801991.4,246.3,10.718635809987822,-89.32414980628498,95.87,0.29,,,,,,,,,,,,,,
VEDL,VEDLEQN,EQ,INE205A04011,Diversified Metals,Vedanta Limited,450.65,4.35,0.97,9436750.0,4254275635.0,506.75,11.070547607301434,-116.65865384615383,98.37,7.89,,,,,,,,,,,,,,
CIPLA,CIPLAEQN,EQ,INE059A01026,Pharmaceuticals,Cipla Limited,1677.0,17.6,1.06,603361.0,1007051744.27,1681.6,0.2735490009514694,-48.14487632508834,32.88,8.25,,,,,,,,,,,,,,
BRITANNIA,BRITANNIAEQN,EQ,INE216A07052,Packaged Foods,Britannia Industries Limited,6138.95,75.95,1.25,395567.0,2433698277.81,6204.65,1.0588832569121518,-41.19994479839916,30.57,2.36,,,,,,,,,,,,,,
NTPC,NTPCEQN,EQ,INE733E07JE0,Power Generation,NTPC Limited,416.35,5.25,1.28,9888922.0,4091640366.72,426.3,2.3340370631011,-82.8100987925357,80.41,-0.83,,,,,,,,,,,,,,
BOSCHLTD,BOSCHLTDEQN,EQ,INE323A01026,Auto Components & Equipments,Bosch Limited,34547.4,510.4,1.5,44319.0,1524115341.5400002,36678.0,5.808931784721082,-85.73870967741937,70.59,-4.48,,,,,,,,,,,,,,
BHARTIARTL,BHARTIARTLEQN,EQ,INE397D01024,Telecom - Cellular & Fixed line services,Bharti Airtel Limited,1664.55,29.1,1.78,2455186.0,4059379980.5400004,1666.0,0.08703481392557295,-85.88977609023394,83.5,6.38,,,,,,,,,,,,,,
JINDALSTEL,JINDALSTELEQN,EQ,INE749A01030,Iron & Steel,Jindal Steel & Power Limited,1069.85,26.75,2.56,1285624.0,1356680438.48,1097.0,2.474931631722889,-83.9494497936726,38.41,1.43,,,,,,,,,,,,,,
HEROMOTOCO,HEROMOTOCOEQN,EQ,INE158A01026,2/3 Wheelers,Hero MotoCorp Limited,5942.95,163.5,2.83,876222.0,5179453388.64,5971.25,0.47393761775173004,-103.2507395817302,86.36,3.44,,,,,,,,,,,,,,
APOLLOTYRE,APOLLOTYREEQN,EQ,INE438A01022,Tyres & Rubber Products,Apollo Tyres Limited,520.75,-5.6,-1.06,1208572.0,629170497.48,568.05,8.326731801778005,-42.67123287671233,39.84,8.49,,,,,,,,,,,,,,
EXIDEIND,EXIDEINDEQN,EQ,INE302A01020,Auto Components & Equipments,Exide Industries Limited,484.9,-5.05,-1.03,709697.0,344614669.26,620.35,21.834448295317166,-100.62060405461317,82.65,-1.16,,,,,,,,,,,,,,
BALKRISIND,BALKRISINDEQN,EQ,INE787D01026,Tyres & Rubber Products,Balkrishna Industries Limited,3063.2,-6.55,-0.21,41125.0,125383133.75,3375.0,9.238518518518523,-39.629865985960414,20.91,8.37,,,,,,,,,,,,,,
BANDHANBNK,BANDHANBNKEQN,EQ,INE545U01014,Private Sector Bank,Bandhan Bank Limited,208.6,3.32,1.62,15397436.0,3208825662.4,263.1,20.714557202584576,-23.322494827076554,-14.8,-5.75,,,,,,,,,,,,,,
PAYTM,PAYTMEQN,EQ,INE982J01020,Financial Technology (Fintech),One 97 Communications Limited,662.3,-19.85,-2.91,4086201.0,2736569671.71,998.3,33.65721726935791,-113.64516129032256,-27.47,18.01,,,,,,,,,,,,,,
NYKAA,NYKAAEQN,EQ,INE388Y01029,E-Retail/ E-Commerce,FSN E-Commerce Ventures Limited,199.71,-5.42,-2.64,7133408.0,1435313023.68,229.8,13.093994778067886,-46.307692307692314,53.34,3.79,,,,,,,,,,,,,,
SONATSOFTW,SONATSOFTWEQN,EQ,INE269A01021,Computers - Software & Consulting,Sonata Software Limited,664.1,-16.25,-2.39,801696.0,542956632.96,870.0,23.66666666666666,-41.41822827938671,-36.15,1.28,,,,,,,,,,,,,,
INDIAMART,INDIAMARTEQN,EQ,INE933S01016,Internet & Catalogue Retail,Indiamart Intermesh Limited,3055.0,-56.3,-1.81,78954.0,243700995.48,3198.4,4.483491745872939,-36.99551569506726,-3.59,7.58,,,,,,,,,,,,,,
CYIENT,CYIENTEQN,EQ,INE136B01020,IT Enabled Services,Cyient Limited,2123.0,-27.65,-1.29,283279.0,600610968.59,2458.95,13.662335549726505,-37.66941184099605,15.65,11.71,,,,,,,,,,,,,,
AFFLE,AFFLEEQN,EQ,INE00WC01027,IT Enabled Services,Affle (India) Limited,1560.4,-17.25,-1.09,72792.0,114121841.76,1715.0,9.014577259475214,-57.91124829226334,51.38,10.02,,,,,,,,,,,,,,
INTELLECT,INTELLECTEQN,EQ,INE306R01017,Computers - Software & Consulting,Intellect Design Arena Limited,986.0,-8.5,-0.85,69383.0,68680844.04,1199.0,17.764804003336113,-57.76,35.46,4.95,,,,,,,,,,,,,,
KPITTECH,KPITTECHEQN,EQ,INE04I401011,Computers - Software & Consulting,KPIT Technologies Limited,1743.15,-14.7,-0.84,361057.0,630152782.1,1928.7,9.620469746461344,-67.9335260115607,51.17,-0.48,,,,,,,,,,,,,,
LTTS,LTTSEQN,EQ,INE010V01017,IT Enabled Services,L&T Technology Services Limited,5676.45,-31.15,-0.55,64795.0,370312496.3,6000.0,5.392500000000003,-38.079542690342976,28.43,12.07,,,,,,,,,,,,,,
TATACOMM,TATACOMMEQN,EQ,INE151A01013,Telecom - Cellular & Fixed line services,Tata Communications Limited,2036.95,-10.55,-0.52,209916.0,425619384.12,2084.65,2.2881538867435802,-31.978100298043273,5.91,0.54,,,,,,,,,,,,,,
HAPPSTMNDS,HAPPSTMNDSEQN,EQ,INE419U01012,Computers - Software & Consulting,Happiest Minds Technologies Limited,805.7,-2.05,-0.25,178939.0,143759592.6,961.0,16.160249739854315,-8.731443994601895,-12.16,0.78,,,,,,,,,,,,,,
TANLA,TANLAEQN,EQ,INE483C01032,Software Products,Tanla Platforms Limited,948.0,0.25,0.03,318116.0,302184750.71999997,1248.0,24.03846153846154,-21.219870852247304,-3.97,-5.26,,,,,,,,,,,,,,
UBL,UBLEQN,EQ,INE686F01025,Breweries & Distilleries,United Breweries Limited,2110.0,-5.0,-0.24,137863.0,291596788.56,2182.45,3.3196636807257818,-37.450328968796825,32.59,2.64,,,,,,,,,,,,,,
BALRAMCHIN,BALRAMCHINEQN,EQ,INE119A01028,Sugar,Balrampur Chini Mills Limited,568.0,-0.75,-0.13,356887.0,202076557.14000002,625.0,9.12,-65.3566229985444,51.37,24.28,,,,,,,,,,,,,,
PGHH,PGHHEQN,EQ,INE179A01014,Personal Care,Procter & Gamble Hygiene and Health Care Limited,16622.8,22.65,0.14,1637.0,27143489.880000003,19250.0,13.647792207792211,-8.324318688336568,2.46,-3.75,,,,,,,,,,,,,,
RADICO,RADICOEQN,EQ,INE944F01028,Breweries & Distilleries,Radico Khaitan Limited,2162.45,38.8,1.83,453493.0,980275003.73,2189.0,1.2128825947921509,-89.48083242059144,54.44,13.83,,,,,,,,,,,,,,
NMDC,NMDCEQN,EQ,INE584A01023,Industrial Minerals,NMDC Limited,215.87,-1.73,-0.8,3110206.0,670622617.72,286.35,24.613235550899255,-53.480270174191254,70.62,-5.62,,,,,,,,,,,,,,
OBEROIRLTY,OBEROIRLTYEQN,EQ,INE093I01010,Residential Commercial Projects,Oberoi Realty Limited,1813.8,11.9,0.66,199484.0,361672471.36,1953.05,7.129873787153427,-72.56207782323281,57.14,-0.39,,,,,,,,,,,,,,
INDUSTOWER,INDUSTOWEREQN,EQ,INE121J01017,Telecom - Infrastructure,Indus Towers Limited,433.0,4.3,1.0,1556768.0,670328733.12,460.35,5.941131747583365,-159.748050389922,152.34,8.88,,,,,,,,,,,,,,
DALBHARAT,DALBHARATEQN,EQ,INE00R701025,Cement & Cement Products,Dalmia Bharat Limited,1835.5,-21.05,-1.13,118547.0,218460782.54,2430.7,24.486773357469037,-11.148116749424725,-10.95,5.13,,,,,,,,,,,,,,
TATACHEM,TATACHEMEQN,EQ,INE344201012,Commodity Chemicals,Tata Chemicals Limited,1035.65,-6.1,-0.59,382858.0,396541344.92,1349.0,23.228317272053367,-11.00214362272241,1.07,-0.4,,,,,,,,,,,,,,
APLAPOLLO,APLAPOLLOEQN,EQ,INE702C01027,Iron & Steel Products,APL Apollo Tubes Limited,1448.0,-4.95,-0.34,129887.0,187688013.87,1788.35,19.03150949198982,-10.957854406130268,-15.46,-0.71,,,,,,,,,,,,,,
SAIL,SAILEQN,EQ,INE114A01011,Iron & Steel,Steel Authority of India Limited,132.63,-0.41,-0.31,8344347.0,1099451160.72,175.35,24.362703165098374,-62.13936430317849,37.9,-8.58,,,,,,,,,,,,,,
ACC,ACCEQN,EQ,INE012A01025,Cement & Cement Products,ACC Limited,2505.15,-6.85,-0.27,119842.0,299519912.18,2844.0,11.914556962025314,-38.943427620632285,15.81,-4.36,,,,,,,,,,,,,,
DEEPAKNTR,DEEPAKNTREQN,EQ,INE288B01029,Specialty Chemicals,Deepak Nitrite Limited,2927.25,3.3,0.11,112747.0,327725087.31,3169.0,7.628589460397602,-52.31417644457164,30.77,-5.97,,,,,,,,,,,,,,
BLUESTARCO,BLUESTARCOEQN,EQ,INE472A01039,Household Appliances,Blue Star Limited,1885.35,-49.55,-2.56,394564.0,757006544.76,1988.4,5.1825588412794295,-138.57639987345775,128.63,-0.66,,,,,,,,,,,,,,
GSPL,GSPLEQN,EQ,INE246F01010,Gas Transmission/Marketing,Gujarat State Petronet Limited,407.3,-7.9,-1.9,2309333.0,949921036.2199999,469.7,13.285075580157544,-60.0392927308448,59.58,29.25,,,,,,,,,,,,,,
KARURVYSYA,KARURVYSYAEQN,EQ,IN9036D01059,Private Sector Bank,Karur Vysya Bank Limited,213.92,-3.45,-1.59,749324.0,161321963.96,232.75,8.09022556390978,-67.78039215686273,82.52,1.35,,,,,,,,,,,,,,
CREDITACC,CREDITACCEQN,EQ,INE741K01010,Microfinance Institutions,CREDITACCESS GRAMEEN LIMITED,1244.0,-20.0,-1.58,91610.0,113876726.6,1796.0,30.734966592427618,-7.8924544666088465,-13.35,-6.92,,,,,,,,,,,,,,
AARTIIND,AARTIINDEQN,EQ,INE769A01020,Specialty Chemicals,Aarti Industries Limited,563.85,-8.15,-1.42,1054493.0,594871136.09,769.25,26.701332466688328,-28.73287671232877,27.7,-15.08,,,,,,,,,,,,,,
NAM-INDIA,NAM-INDIAEQN,EQ,INE298J01013,Asset Management Company,Nippon Life India Asset Management Limited,659.75,-7.75,-1.16,265646.0,175368863.35999998,739.45,10.77828115491244,-107.46855345911949,112.15,5.11,,,,,,,,,,,,,,
CENTURYTEX,CENTURYTEXEQN,EQ,INE055A01016,Paper & Paper Products,Century Textiles & Industries Limited,2829.9,-30.95,-1.08,134379.0,381663235.79999995,2936.45,3.6285310493963707,-180.92519978160522,122.87,6.12,,,,,,,,,,,,,,
TEJASNET,TEJASNETEQN,EQ,INE010J01012,Telecom - Equipment & Accessories,Tejas Networks Limited,1258.85,-12.6,-0.99,94021.0,118272776.74000001,1495.0,15.795986622073583,-93.29750479846447,54.19,9.58,,,,,,,,,,,,,,
CESC,CESCEQN,EQ,INE486A01021,Integrated Power Utilities,CESC Limited,193.76,-1.79,-0.92,1904159.0,368740390.35,210.0,7.733333333333338,-135.43134872417983,124.45,8.06,,,,,,,,,,,,,,
CASTROLIND,CASTROLINDEQN,EQ,INE172A01027,Lubricants,Castrol India Limited,255.2,-2.25,-0.87,1842559.0,471345017.79,284.4,10.267229254571024,-92.74924471299092,85.2,1.79,,,,,,,,,,,,,,
PVRINOX,PVRINOXEQN,EQ,INE191H01014,Film Production Distribution & Exhibition,PVR INOX Limited,1676.6,-13.3,-0.79,475948.0,798954869.6800001,1830.4,8.402534965034974,-39.22936389304101,-14.87,2.97,,,,,,,,,,,,,,
RAYMOND,RAYMONDEQN,EQ,INE301A01014,Residential Commercial Projects,Raymond Limited,1836.05,-14.45,-0.78,94023.0,172953428.04,3496.0,47.48140732265446,-23.423635385856418,-1.97,0.28,,,,,,,,,,,,,,
NH,NHEQN,EQ,INE410P01011,Hospital,Narayana Hrudayalaya Ltd.,1283.75,-9.9,-0.77,138066.0,177209091.66,1444.9,11.15302097030937,-31.001581713352717,23.89,3.1,,,,,,,,,,,,,,
MANAPPURAM,MANAPPURAMEQN,EQ,INE522D07743,Non Banking Financial Company (NBFC),Manappuram Finance Limited,212.05,-1.5,-0.7,3403403.0,717301216.28,230.4,7.96440972222222,-69.16633426406065,42.26,2.98,,,,,,,,,,,,,,
NATCOPHARM,NATCOPHARMEQN,EQ,INE987B01026,Pharmaceuticals,Natco Pharma Limited,1567.8,-9.95,-0.63,233516.0,365914901.68,1639.0,4.3441122635753535,-116.48715824357909,70.35,12.42,,,,,,,,,,,,,,
RKFORGE,RKFORGEEQN,EQ,INE399G01023,Auto Components & Equipments,Ramkrishna Forgings Limited,982.2,-5.4,-0.55,175337.0,171861820.66,1035.45,5.142691583369549,-68.32904884318768,35.74,9.1,,,,,,,,,,,,,,
CAMS,CAMSEQN,EQ,INE596I01012,Depositories Clearing Houses and Other Intermediaries,Computer Age Management Services Limited,4496.0,-24.3,-0.54,196979.0,892080464.9900001,4910.0,8.431771894093686,-101.61434977578476,80.86,-2.46,,,,,,,,,,,,,,
GESHIP,GESHIPEQN,EQ,INE017A01032,Shipping,The Great Eastern Shipping Company Limited,1255.1,-5.45,-0.43,260066.0,327082407.54,1543.7,18.695342359266707,-72.52233676975943,73.39,-0.1,,,,,,,,,,,,,,
NATIONALUM,NATIONALUMEQN,EQ,INE139A01034,Aluminium,National Aluminium Company Limited,188.93,-0.45,-0.24,7710225.0,1456230195.75,209.0,9.602870813397127,-113.23927765237023,85.66,-1.41,,,,,,,,,,,,,,
FIVESTAR,FIVESTAREQN,EQ,INE128S01021,Non Banking Financial Company (NBFC),Five-Star Business Finance Limited,760.55,-1.5,-0.2,1409993.0,1065094612.27,862.75,11.845841784989862,-26.747771019081746,4.2,-2.4,,,,,,,,,,,,,,
NAVINFLUOR,NAVINFLUOREQN,EQ,INE048G01026,Specialty Chemicals,Navin Fluorine International Limited,3269.0,-4.65,-0.14,132701.0,432327914.90999997,4551.35,28.175156821602386,-13.666788365583551,-28.28,-8.54,,,,,,,,,,,,,,
RBLBANK,RBLBANKEQN,EQ,INE976G01028,Private Sector Bank,RBL Bank Limited,214.9,-0.02,-0.01,2167034.0,465283870.14000005,300.7,28.533422015297635,-4.701583434835569,-4.45,0.24,,,,,,,,,,,,,,
EQUITASBNK,EQUITASBNKEQN,EQ,INE063P01018,Other Bank,Equitas Small Finance Bank Limited,84.25,0.11,0.13,1870434.0,156929412.60000002,116.5,27.682403433476395,-12.935656836461135,-8.43,-0.34,,,,,,,,,,,,,,
PNBHOUSING,PNBHOUSINGEQN,EQ,INE572E01012,Housing Finance Company,PNB Housing Finance Limited,1064.1,2.6,0.24,3788312.0,3937836674.64,1202.2,11.487273332224268,-76.17549668874172,50,20.59,,,,,,,,,,,,,,
ARE&M,ARE&MEQN,EQ,INE885A01032,Auto Components & Equipments,Amara Raja Energy & Mobility Limited,1408.8,3.65,0.26,182609.0,256649645.14000002,1775.95,20.673442382949975,-135.19198664440734,-,-5.65,,,,,,,,,,,,,,
FINCABLES,FINCABLESEQN,EQ,INE235A01022,Cables - Electricals,Finolex Cables Limited,1406.5,8.05,0.58,61171.0,85510329.19000001,1700.0,17.264705882352942,-69.203007518797,32.82,-5.29,,,,,,,,,,,,,,
IEX,IEXEQN,EQ,INE022Q01020,Exchange and Data Platform,Indian Energy Exchange Limited,222.53,1.6,0.72,14133965.0,3152722232.9,226.28,1.6572388191621001,-83.37865677791513,54.56,4.25,,,,,,,,,,,,,,
CDSL,CDSLEQN,EQ,INE736A01011,Depositories Clearing Houses and Other Intermediaries,Central Depository Services (India) Limited,1457.75,13.05,0.9,3688450.0,5392108170.5,1664.4,12.415885604422018,-131.02218700475436,25.71,-41.51,,,,,,,,,,,,,,
ZENSARTECH,ZENSARTECHEQN,EQ,INE520A01027,Computers - Software & Consulting,Zensar Technologies Limited,781.15,7.5,0.97,167437.0,130331286.42999999,839.5,6.950565812983921,-71.19219811527503,43.83,0.72,,,,,,,,,,,,,,
CUB,CUBEQN,EQ,IN9491A01011,Private Sector Bank,City Union Bank Limited,171.11,1.83,1.08,1410750.0,239629995.00000003,176.82,3.2292727067073748,-37.825211437776886,35.9,2.26,,,,,,,,,,,,,,
CROMPTON,CROMPTONEQN,EQ,INE299U01018,Household Appliances,Crompton Greaves Consumer Electricals Limited,454.4,6.5,1.45,2178694.0,982503846.24,484.0,6.1157024793388475,-73.93301435406697,57.42,9.03,,,,,,,,,,,,,,
AAVAS,AAVASEQN,EQ,INE216P01012,Housing Finance Company,Aavas Financiers Limited,1829.65,26.75,1.48,112185.0,202837211.1,1978.95,7.544404861163747,-39.988523335883706,5.75,2.83,,,,,,,,,,,,,,
IIFL,IIFLEQN,EQ,INE530B07138,Non Banking Financial Company (NBFC),IIFL Finance Limited,514.7,8.05,1.59,4610750.0,2357061507.5,682.91,24.631356987011458,-69.23683950942032,-23.34,1.28,,,,,,,,,,,,,,
PPLPHARMA,PPLPHARMAEQN,EQ,INE0DK501011,Pharmaceuticals,Piramal Pharma Limited,232.69,3.98,1.74,5207730.0,1197413358.9,243.99,4.6313373498913935,-165.93142857142857,81.8,8.44,,,,,,,,,,,,,,
HFCL,HFCLEQN,EQ,INE548A01028,Telecom - Infrastructure,HFCL Limited,153.16,3.54,2.37,26631970.0,4073892450.9,160.66,4.66824349558073,-149.04065040650406,99.89,12.69,,,,,,,,,,,,,,
MGL,MGLEQN,EQ,INE002S01010,LPG/CNG/PNG/LNG Supplier,Mahanagar Gas Limited,1895.25,73.85,4.05,4125024.0,7885024626.24,1943.0,2.4575398867730316,-93.63984674329502,73.94,-2.91,,,,,,,,,,,,,,
SUNTECK,SUNTECKEQN,EQ,INE805D01034,Residential Commercial Projects,Sunteck Realty Limited,571.3,-9.45,-1.63,162992.0,93270542.08,699.0,18.268955650929904,-50.32232600973554,56.91,-2.33,,,,,,,,,,,,,,
MAHLIFE,MAHLIFEEQN,EQ,INE813A01018,Residential Commercial Projects,Mahindra Lifespace Developers Limited,539.5,-6.75,-1.24,135528.0,73588993.44,678.8,20.521508544490274,-13.578947368421053,0.1,-5.04,,,,,,,,,,,,,,
PHOENIXLTD,PHOENIXLTDEQN,EQ,INE211B01039,Residential Commercial Projects,The Phoenix Mills Limited,3506.0,-26.25,-0.74,158036.0,557160659.08,4137.0,15.252598501329466,-102.88764792685397,103.79,8.55,,,,,,,,,,,,,,
BRIGADE,BRIGADEEQN,EQ,INE791I01019,Residential Commercial Projects,Brigade Enterprises Limited,1353.75,2.55,0.19,86527.0,116513797.11999999,1453.1,6.837106874956983,-139.60176991150442,102.45,0.5,,,,,,,,,,,,,,
SOBHA,SOBHAEQN,EQ,INE671H01015,Residential Commercial Projects,Sobha Limited,1799.95,23.4,1.32,62513.0,110055386.76,2155.35,16.489201289813714,-188.73115174847612,176.92,-2.42,,,,,,,,,,,,,,
